lng,lat
19.0777744,47.5413683
19.07107555636435,47.4277133
19.0363897,47.5455552
19.085362122881754,47.48746085
19.0616087,47.4891773
19.0523116,47.4580298
19.0804115,47.4718561
19.104669,47.4361578
19.1360127,47.457467
19.0023576,47.4925162
19.080858238245288,47.4943243
19.0659396,47.5944226
19.074185433764946,47.488549649999996
19.0427144,47.5865231
19.0799046,47.4720659
19.0461894,47.4728064
19.085362122881754,47.48746085
19.10691866255935,47.52245715
19.0550205,47.4753536
19.048958,47.5168948
19.0912732,47.5447998
19.0864329,47.4870236
19.017888177488455,47.470617950000005
19.0567607,47.5121879
19.0674864,47.5190542
19.0427144,47.5865231
19.0864329,47.4870236
19.0897318,47.5420677
19.119356,47.4733146
19.074185433764946,47.488549649999996
19.0897318,47.5420677
19.07546392929593,47.473533849999995
19.085362122881754,47.48746085
19.07546392929593,47.473533849999995
18.9964579,47.5174473
19.06812788376311,47.4894266
19.08841235,47.5447244
19.074185433764946,47.488549649999996
19.074185433764946,47.488549649999996
19.0883086,47.5611034
19.0451407,47.5413944
19.0864329,47.4870236
19.0726344,47.4908911
19.0659396,47.5944226
19.0997228,47.5186841
19.0503756,47.4730519
19.0852186,47.5018434
19.119152884789578,47.4717082
19.0682215,47.5488307
18.9937925,47.5238472
19.0510498,47.4519786
19.0912732,47.5447998
19.079288934357816,47.47895665
19.074185433764946,47.488549649999996
19.06436505,47.518084825
19.0852186,47.5018434
19.085362122881754,47.48746085
19.0800099,47.4773245
19.064051242788473,47.4879421
19.074185433764946,47.488549649999996
19.0682206,47.5189932
19.0547086,47.5229262
19.0890204,47.5311152
19.0659396,47.5944226
19.0852186,47.5018434
19.0507049,47.5861629
19.0777744,47.5413683
19.0278517,47.5251453
19.119152884789578,47.4717082
19.079288934357816,47.47895665
19.07610308200637,47.4735
19.06812788376311,47.4894266
,
19.074185433764946,47.488549649999996
19.07610308200637,47.4735
19.0543659,47.5173978
19.119152884789578,47.4717082
19.0427144,47.5865231
19.119656,47.5146915
,
19.08029,47.4989296
19.0644099,47.5384042
19.1230535,47.5230092
19.0657645,47.535442
19.0706763,47.5226561
19.0904755,47.548711
19.1230535,47.5230092
19.0519708,47.5155233
19.089351,47.5042097
19.0723167,47.4817947
19.0495356,47.5154445
19.0421999,47.4623759
19.017888177488455,47.470617950000005
19.02633680548874,47.46200855
19.1230535,47.5230092
19.075016,47.5087552
19.085362122881754,47.48746085
19.082082,47.5383689
19.0825328,47.4894534
19.02979067022372,47.4649324
19.08825970341463,47.42481765
19.0030829,47.5220975
19.1130467,47.5169193
19.0681964,47.5227429
19.074185433764946,47.488549649999996
19.0883086,47.5611034
19.1265984,47.5240138
19.075016,47.5087552
19.0835068,47.5335467
18.9816041,47.4642214
19.0823695,47.4790659
19.0200262,47.4807204
19.0600541,47.5225148
19.06274,47.6026308
19.119152884789578,47.4717082
19.0765786,47.4719395
19.0677381,47.5201797
19.0897318,47.5420677
19.0582148,47.5315815
19.17313,47.4496326
19.0484888,47.5036399
19.0874558,47.5556512
19.0711239,47.5194372
19.067768162080053,47.5082687
19.0897318,47.5420677
19.0438097,47.5532693
19.1230535,47.5230092
,
19.0485216,47.4585107
19.0380893,47.4757444
19.0778766,47.488821
19.0852186,47.5018434
19.0944826,47.5706983
19.0438097,47.5532693
19.0600748,47.4943405
19.0600155,47.5172978
19.0777119,47.5583415
19.0706763,47.5226561
19.0671648,47.5421182
,
19.119356,47.4733146
19.0681806,47.5127078
19.1049572,47.5345202
19.0758798,47.5066206
19.0200262,47.4807204
19.07610308200637,47.4735
19.082082,47.5383689
19.07610308200637,47.4735
19.119152884789578,47.4717082
19.06274,47.6026308
19.1461005,47.4620348
19.0765786,47.4719395
,
19.02979067022372,47.4649324
,
19.0743714,47.5022052
19.1415866,47.4607052
19.0438097,47.5532693
18.9927963,47.5324605
19.1265984,47.5240138
19.0369387,47.541967
19.1395441,47.5151356
19.1461005,47.4620348
,
19.0384965,47.5379482
19.079288934357816,47.47895665
19.0800099,47.4773245
19.0890204,47.5311152
19.0330303,47.5427581
19.0582148,47.5315815
19.1230535,47.5230092
19.0278813,47.5260489
18.9979379,47.4963285
19.0912732,47.5447998
19.0778817,47.5305487
19.0892489,47.5595711
19.0890649,47.4899695
19.0678495,47.5353801
19.079685050851158,47.56299985
19.0904755,47.548711
19.1174203,47.4672532
19.03274,47.493028
19.0904755,47.548711
,
19.0904755,47.548711
19.067523291223438,47.48289295
19.0765786,47.4719395
19.048932,47.5085629
19.0354346,47.5448076
19.0582148,47.5315815
19.119356,47.4733146
19.0759735,47.4866411
19.07546392929593,47.473533849999995
19.018764437765924,47.49564235
19.0178434,47.4895251
19.0050842,47.4833489
19.0582148,47.5315815
19.08614,47.54218
19.0600541,47.5225148
19.0843001,47.5059922
,
19.149102,47.4591603
19.0454874,47.5473341
19.0372981,47.5288548
18.996719599999995,47.531170599999996
19.0838578,47.5238822
19.0992992,47.5323572
19.1415866,47.4607052
19.057884,47.4669104
19.082082,47.5383689
19.119656,47.5146915
19.1030597,47.5157976
19.0706763,47.5226561
19.0778817,47.5305487
19.0589805,47.5256696
19.0897318,47.5420677
19.0670247,47.4929002
18.9736967,47.5231241
19.0904755,47.548711
19.140802,47.4452234
19.1415866,47.4607052
19.1461005,47.4620348
19.0708907,47.5050814
19.0376256,47.4742726
19.022024966572715,47.50995265
19.1461005,47.4620348
19.0178434,47.4895251
,
19.0636997,47.5024612
,
19.0991337,47.5109709
18.968088,47.5251183
19.0778766,47.488821
19.082082,47.5383689
,
19.0376256,47.4742726
19.0254457,47.5328817
19.0575223,47.5298857
19.062266651683633,47.508400949999995
19.078387333377506,47.49820545
19.0753475,47.4758761
19.14760573289709,47.5080832
19.0548812,47.5116966
19.033687,47.4636056
19.1461005,47.4620348
19.0174006,47.4593122
19.0582148,47.5315815
19.0864329,47.4870236
18.9761405,47.5286885
19.03863,47.4520722
19.0864329,47.4870236
19.0664702,47.4879215
19.1465176,47.4484411
19.0030829,47.5220975
19.1249061,47.5036481
19.0420023,47.5463338
19.0356242,47.4754474
19.0968182,47.484736
19.070281,47.4195081
19.0939849,47.5650065
19.1297792,47.5331172
19.082082,47.5383689
19.0684509,47.5024449
19.02633680548874,47.46200855
19.02329882133847,47.503256300000004
18.9885881,47.4677382
19.0743426,47.4893892
19.0483244,47.4588919
19.082082,47.5383689
19.0669176,47.4811174
19.0316144,47.5463282
19.062266651683633,47.508400949999995
19.1017002,47.4356369
19.0823245,47.4867816
19.098623301000067,47.46959045
19.0421471,47.5441068
19.2570763,47.5060919
19.0902451,47.567137
19.0846941,47.4788541
,
19.0852186,47.5018434
19.082082,47.5383689
19.140802,47.4452234
18.9816041,47.4642214
18.9816041,47.4642214
19.04863404230121,47.45653365
19.0276525,47.5644145
,
19.0823245,47.4867816
19.092478,47.4878172
19.1707505,47.4480222
19.0022122,47.4725732
19.0293878,47.5089409
19.0279634,47.5304555
19.0767802,47.4860372
19.0689055,47.4294024
19.0880818,47.5045265
19.0470356,47.5548304
,
19.0852186,47.5018434
19.0416004,47.4248391
19.0235165,47.4974709
19.0818578,47.5029917
18.9887327,47.4639204
19.0677381,47.5201797
19.0704816,47.4875212
19.0711239,47.5194372
19.0472765,47.5116668
19.04863404230121,47.45653365
19.086638,47.4866831
19.1395441,47.5151356
19.140802,47.4452234
19.0897318,47.5420677
19.08029,47.4989296
19.1461005,47.4620348
19.0831302,47.4903056
19.0759807,47.4757827
19.0759807,47.4757827
19.0330726,47.4750535
19.0607643,47.4993694
19.0670247,47.4929002
19.0356241,47.5512716
19.0759807,47.4757827
19.1461005,47.4620348
19.070285,47.5472695
19.119152884789578,47.4717082
19.1415866,47.4607052
19.0434143,47.5563586
19.04863404230121,47.45653365
19.0759807,47.4757827
19.1265984,47.5240138
19.1123342,47.4583931
19.1230535,47.5230092
19.0846303,47.4947565
19.0864329,47.4870236
19.1230535,47.5230092
19.1461005,47.4620348
19.0800099,47.4773245
19.0411082,47.465171
19.0282919,47.5300807
19.063681,47.6000924
19.1307039,47.5225854
19.0415114,47.4843727
19.0735438,47.4934911
19.0697888,47.5322347
19.0660088,47.5479832
19.1265984,47.5240138
19.0669176,47.4811174
19.092478,47.4878172
19.041771958887054,47.4655322
19.0466814,47.4520191
,
19.053125,47.4929225
19.0509748,47.4918357
19.1230535,47.5230092
19.0883086,47.5611034
19.082082,47.5383689
19.0886953,47.504137
18.9816041,47.4642214
19.0670247,47.4929002
,
19.1399164,47.4804513
,
19.0904755,47.548711
19.119152884789578,47.4717082
19.1967024,47.5098467
18.9887327,47.4639204
,
,
19.0380875,47.5390517
19.0405655,47.4506834
19.0626902,47.5085518
18.9885881,47.4677382
19.0640336,47.5183902
19.1265984,47.5240138
19.01188464823813,47.47022045
19.0495356,47.5154445
19.1582328,47.4680814
19.0152386,47.5123333
19.0863308,47.5605774
19.0964564,47.576809
19.0778817,47.5305487
19.0303239,47.4962104
19.0663729,47.4959648
19.1408536,47.5063533
19.0212705,47.5084579
19.0340864,47.5069191
,
18.9928592,47.5055167
19.1230535,47.5230092
19.0801553,47.4759677
19.1230535,47.5230092
19.0876236,47.4894278
19.0421471,47.5441068
19.0833532,47.5562195
19.0568904,47.5260597
19.0890204,47.5311152
,
19.1261429,47.5081505
,
19.1403906,47.5144923
19.1091304,47.5508449
19.1177204,47.5567433
19.082082,47.5383689
19.140802,47.4452234
19.0708831,47.5004497
19.1379154,47.456133
19.1454313,47.5087769
19.1457198,47.5377939
19.067931,47.4811726
19.0467525,47.5941422
19.0645468,47.5010036
19.0626902,47.5085518
19.0612885,47.5648844
19.0427345,47.5445859
19.0467525,47.5941422
19.0274835,47.5747322
19.1230535,47.5230092
19.1230535,47.5230092
19.0703666,47.4835954
19.0495928,47.477295
19.0213825,47.4942963
19.0782721,47.4764697
19.0421471,47.5441068
19.0434143,47.5563586
19.0567607,47.5121879
,
,
19.0409759,47.5327038
19.0421999,47.4623759
19.02633680548874,47.46200855
19.0711239,47.5194372
19.0634406,47.40799
19.060357,47.4104608
19.1230535,47.5230092
19.0814974,47.4220399
19.0687579,47.5085358
19.097577,47.4806738
19.140802,47.4452234
19.0381546,47.5070693
19.0876236,47.4894278
19.0839521,47.4262492
19.0427144,47.5865231
19.082082,47.5383689
19.0608909,47.4102304
19.1182343,47.5210162
19.0411082,47.465171
19.1457302,47.5112757
19.1182343,47.5210162
19.1225752,47.4753369
19.103224,47.5212053
19.1265984,47.5240138
19.1114757,47.5215568
19.1230535,47.5230092
19.06274,47.6026308
19.03863,47.4520722
19.0064431,47.4760764
19.138964,47.5088554
19.0746953,47.4147901
19.0499869,47.5661651
19.1092015,47.5245116
,
19.0351518,47.4534343
19.0421999,47.4623759
19.03863,47.4520722
19.0817532,47.56308
19.0823695,47.4790659
19.0756452,47.5271453
19.0990115,47.5837258
19.0616885,47.438126
19.0000548,47.4898134
19.07546392929593,47.473533849999995
19.0154929,47.5239802
19.0543194,47.5180411
19.0743221,47.4693649
19.0919837,47.5050388
19.0316305,47.4788315
19.0523451,47.4783999
19.119152884789578,47.4717082
19.0411082,47.465171
,
19.1601732,47.5318742
19.135165092135313,47.4869774
19.1383172,47.4469587
19.082082,47.5383689
19.089351,47.5042097
19.1394576,47.5462826
19.082082,47.5383689
19.0345173,47.5071427
19.0451407,47.5413944
19.116014,47.5225846
19.082082,47.5383689
19.0398914,47.5524747
19.119656,47.5146915
18.9548082,47.526675
,
19.0726599,47.5002443
19.1461005,47.4620348
19.0997228,47.5186841
19.02536555,47.46651985
19.075016,47.5087552
19.1122949,47.5861836
19.084006,47.4885636
19.0480974,47.4680046
19.033687,47.4636056
19.1300619,47.493646
19.0964801,47.5075499
19.0684509,47.5024449
19.1392403,47.4855009
19.03863,47.4520722
19.041771958887054,47.4655322
19.0806051,47.4768721
19.0920736,47.5764156
19.1996878,47.5082593
19.0201081,47.4915962
19.0920734,47.5671397
19.0564644,47.5102619
19.0308256,47.4650342
19.0724789,47.4958531
19.1182343,47.5210162
19.08652908179988,47.4887463
19.038769,47.4845654
19.0706763,47.5226561
19.0854859,47.53448305
19.0650874,47.4973956
,
19.0494463,47.6007221
19.0735438,47.4934911
19.1402518,47.5478862
19.0506162,47.5025472
18.9816041,47.4642214
18.9704947,47.4844976
19.0838578,47.5238822
,
19.0920736,47.5764156
19.152493,47.5194144
18.9757923,47.5314476
19.0420023,47.5463338
19.103203,47.4822654
18.9736967,47.5231241
19.03274,47.493028
19.0757149,47.4797241
18.9937925,47.5238472
19.0656554,47.5032554
18.9816041,47.4642214
19.0253594,47.4667918
19.0736837,47.4058309
19.1457198,47.5377939
19.032491,47.5079913
19.097893,47.5238094
19.067768162080053,47.5082687
19.0030829,47.5220975
19.0253594,47.4667918
19.0578445,47.4873178
19.1266683,47.5367192
,
19.1065499,47.4353111
19.0646196,47.5234293
19.0410176,47.5402932
19.0564277,47.509374
19.0724789,47.4958531
19.0282878,47.5173286
19.0178434,47.4895251
19.0473387,47.5117475
19.1457198,47.5377939
19.0702552,47.4862353
19.0823245,47.4867816
19.0411082,47.465171
19.03863,47.4520722
19.0704816,47.4875212
19.0373629,47.5008785
19.1182343,47.5210162
19.0461894,47.4728064
19.0757898,47.497638
19.063790949630857,47.499661700000004
19.0135746,47.4717687
19.0593316,47.4906568
19.0988071,47.5076296
19.0677381,47.5201797
19.0589805,47.5256696
19.0647053,47.5107737
19.0964801,47.5075499
19.0770243,47.4325568
19.1265984,47.5240138
19.0289516,47.4686033
18.9973722,47.5202876
19.0744534,47.4941133
19.126160713782703,47.504523000000006
,
19.0719714,47.4343003
19.0701933,47.5059052
19.0781143,47.501276
19.0657645,47.535442
19.1297792,47.5331172
19.1015771,47.5575435
19.1061575,47.5051206
19.1230535,47.5230092
19.1363359,47.4895131
19.0717193,47.4100442
19.0365911,47.5169141
19.0341866,47.5122259
19.0495868,47.4786233
19.0835068,47.5335467
19.1351397,47.4796924
19.047755405409063,47.5137397
19.1160672,47.4826874
19.0559462,47.4775578
19.1137803,47.5184468
19.0706763,47.5226561
19.045434775942116,47.491636799999995
19.2690267,47.4778943
19.0801553,47.4759677
19.071216,47.4374951
,
18.9995134,47.46916
,
19.1057727,47.4298084
19.0228064,47.5336215
19.0656552,47.5307278
19.0651874,47.4125855
19.0316314,47.5106031
18.9884851,47.4745979
19.0301705,47.4625719
19.0393827,47.4931502
19.1282801,47.5251778
19.0964801,47.5075499
19.082082,47.5383689
,
19.0746953,47.4147901
19.0030829,47.5220975
19.0228064,47.5336215
19.0707402,47.5079393
19.119656,47.5146915
19.1085746,47.5002427
19.1084672,47.446066
19.0674409,47.5469098
,
19.1347576,47.5177346
,
19.0588227,47.4076772
19.1117153,47.4663316
19.02291315981824,47.4660375
,
19.0964801,47.5075499
19.0608475,47.5069625
19.0003004,47.4695771
19.0315887,47.5092302
19.0427144,47.5865231
19.0704816,47.4875212
19.0933025,47.5096131
19.0704618,47.4806694
18.9579836,47.5496095
19.0411082,47.465171
19.0897318,47.5420677
19.1235669,47.5515097
19.1047807,47.4401293
19.1121114,47.5195915
19.0910601,47.5362387
19.0256604,47.5142297
19.0743221,47.4693649
19.001644,47.4681527
19.1182343,47.5210162
19.0497614,47.5072287
,
19.0448238,47.476714
19.117682,47.468661
19.0289222,47.5104354
19.0618403,47.4103719
19.2066083,47.426831
19.0543659,47.5173978
18.9676968,47.5124218
,
19.0112075,47.5071609
19.076796,47.5463803
19.0678495,47.5353801
19.061924,47.5060433
19.2195257,47.4816127
19.0900751,47.5026378
19.08480069167256,47.494142
19.0411082,47.465171
19.0538734,47.6004974
,
19.1067988,47.5253565
19.0356241,47.5512716
19.2515452,47.4981064
19.0244361,47.5049741
19.0154903,47.5494671
19.0985468,47.5891211
18.9816041,47.4642214
19.1453633,47.4804563
19.14504,47.4827408
19.0411082,47.465171
18.9816041,47.4642214
19.1057329,47.5109423
19.124179463227847,47.55784465
18.9816041,47.4642214
18.9816041,47.4642214
18.9816041,47.4642214
19.0506135,47.5172312
19.0421999,47.4623759
19.0659396,47.5944226
19.0092524,47.5674556
19.0659345,47.4193258
19.0552872,47.5071307
19.0366918,47.4771505
19.0600541,47.5225148
19.0029272,47.5294106
19.0162309260989,47.50624045
19.0885428,47.4788286
19.0315897,47.4959708
19.0920734,47.5671397
,
19.0495356,47.5154445
19.0262513,47.4636255
19.0421999,47.4623759
19.0330726,47.4750535
,
19.0988071,47.5076296
19.0910601,47.5362387
19.0726415,47.431462
19.084633,47.4885505
19.070677798114367,47.426581
,
19.1389559,47.4919657
19.0543194,47.5180411
19.2173131,47.523352
19.0792903,47.4875129
19.0900751,47.5026378
18.9947326,47.5267069
19.0354869,47.5333647
19.0484253,47.4694918
19.0421999,47.4623759
19.0241412,47.5088382
19.0792428,47.5442015
19.0546939,47.4919178
19.0500623,47.5648418
19.043075183645165,47.4607858
19.082082,47.5383689
,
,
19.0183214,47.4426293
19.0427144,47.5865231
19.0805671,47.5690219
19.0371272,47.5488292
19.0546939,47.4919178
,
,
19.0765786,47.4719395
,
19.0702355,47.5326717
19.0564644,47.5102619
19.0617151,47.5290779
19.0808016,47.5066058
19.0659396,47.5944226
19.0899468,47.5782167
19.0659396,47.5944226
19.0543194,47.5180411
19.1093787,47.5154675
19.0549923,47.5221573
19.1217973,47.5220132
19.1092015,47.5245116
19.0838578,47.5238822
18.9934963,47.5241238
19.0509748,47.4918357
19.084633,47.4885505
19.0289516,47.4686033
19.03863,47.4520722
19.0351518,47.4534343
19.0107110785597,47.5325682
19.0753416,47.4860459
19.021160995395963,47.4537416
19.060357,47.4104608
19.0282878,47.5173286
19.1373358,47.5232787
19.1573105,47.4672013
19.0819365,47.5228382
19.1334621,47.4785932
19.1091443,47.430586
19.1374961,47.4475321
19.0934539,47.4183583
19.0897318,47.5420677
18.9712386,47.5096537
19.0464889,47.543464
,
19.0423493,47.4304191
19.079517,47.4733162
19.0074952,47.4943121
19.1148204,47.4646023
19.0790486,47.4769919
19.05648515541067,47.566810399999994
19.0564388,47.5076644
19.098230330758827,47.5313488
,
19.066727055411196,47.53675585
19.1445775,47.5437164
19.0319277,47.4895548
19.0164986,47.5229204
19.1457198,47.5377939
19.0564277,47.509374
19.0760421,47.4943724
19.0543194,47.5180411
19.096882,47.5633251
19.0546939,47.4919178
19.082082,47.5383689
19.1746318,47.4953772
19.0699254,47.5012436
19.1584944,47.4771697
19.027319205657854,47.49687905
19.0333937,47.4476488
19.0371365,47.453698
,
19.0906812,47.5020924
18.99245128404889,47.46859535
19.07383863494129,47.490255899999994
19.23984559018303,47.4792937
19.0553531,47.5685048
19.1148204,47.4646023
19.0272866,47.5117089
19.0868994,47.4852249
19.0608767,47.5242127
19.0341141,47.4358534
19.1122949,47.5861836
19.117053,47.4191061
19.0748977,47.5003147
19.0670638,47.4961724
19.1669224,47.4387135
18.9923952,47.5176241
19.0807019,47.5301543
,
,
19.0670739,47.5476355
18.9963899,47.5246748
19.0911643,47.4893975
19.0906475,47.5603263
19.1024284,47.5004307
18.9826881,47.505884
19.0576207,47.5742296
19.2230703,47.5099272
19.0514626,47.4718647
19.081058575,47.47164575
19.0771681,47.4809654
19.037349,47.5413769
19.1307039,47.5225854
19.0346525,47.5468599
19.0150235,47.4579819
19.049807661542175,47.50814495
19.0988071,47.5076296
19.0839521,47.4262492
19.0687625,47.493057
19.0023576,47.4925162
19.0611686,47.5233265
19.1485283,47.4608705
19.0554418,47.5686801
,
18.987122534539203,47.51960095
19.0511833,47.478671
19.0937772,47.5173623
19.0286971,47.526709
19.0427144,47.5865231
19.0778915,47.480376
19.0150235,47.4579819
19.0815498,47.5235227
19.0706763,47.5226561
19.032491,47.5079913
19.08752656,47.55967422
19.1024284,47.5004307
19.0608475,47.5069625
19.0549676,47.5158429
19.0571739,47.4974976
19.0339056,47.5063392
19.0595703,47.5958459
19.0483244,47.4588919
,
18.993317,47.4679179
19.0990115,47.5837258
19.1017212,47.555404
19.103299,47.5219278
19.0387857,47.4257188
19.0647053,47.5107737
19.0093233,47.5711356
,
19.0736366,47.4248669
19.0509748,47.4918357
19.1054194,47.4931035
19.043075183645165,47.4607858
18.9954819,47.4711666
19.0494742,47.4954823
19.040012,47.5416529
19.1421891,47.4542951
19.0825674,47.4866509
19.1017212,47.555404
19.03863,47.4520722
19.1546624,47.5069245
19.0838578,47.5238822
19.04198495331596,47.43181065
19.0044268,47.5294706
19.103203,47.4822654
19.0757031,47.4313255
19.0689055,47.4294024
19.1480384,47.512112
19.0896594,47.5604275
19.068047,47.4792742
19.0289516,47.4686033
19.1130488,47.5013849
19.0726404,47.5515175
19.0315897,47.4959708
19.0135746,47.4717687
19.0421471,47.5441068
19.0669176,47.4811174
19.084633,47.4885505
19.0516183,47.4942762
19.1177353,47.5301259
19.0430926,47.5490164
19.0466834,47.5017888
19.0272865,47.4882469
19.0818238,47.5662646
19.0246327,47.5046693
19.0575317,47.517584
19.1057727,47.4298084
19.0658479,47.5313656
19.0573794,47.5054662
19.1162703,47.469061
19.0932372,47.5571229
19.1411558,47.5401305
19.0704816,47.4875212
19.0084294,47.5300448
19.0818578,47.5029917
19.0660303,47.5046595
19.0770515,47.5000485
19.0988071,47.5076296
19.0501142,47.4756194
19.068064502145955,47.48194805
19.0154903,47.5494671
,
19.168562462440118,47.45425555
,
19.0226764,47.5005967
19.0427989,47.5498401
19.1046487,47.513021
18.9691185,47.5014842
19.0332377,47.5077695
19.0051125,47.4764608
19.0150235,47.4579819
19.1160672,47.4826874
19.092559526430634,47.4851008
19.0454874,47.5473341
19.0636997,47.5024612
19.0666433,47.5461416
19.2152588,47.4160505
19.0270211,47.5081011
19.0684509,47.5024449
18.995687,47.4731342
19.0770243,47.4325568
19.04897703322282,47.512208799999996
19.060473131890664,47.499507699999995
18.9386313,47.5479726
19.0564644,47.5102619
19.004993793109524,47.5197824
19.1097128,47.4676599
19.0300604,47.5074549
19.0549676,47.5158429
19.0232314,47.5016636
19.1461005,47.4620348
19.072237387127768,47.429700499999996
,
19.0657645,47.535442
19.103508,47.4421895
19.02334383816832,47.445293899999996
19.0690825,47.5034594
19.06804249070892,47.5117042
19.078493055203822,47.4846915
19.0623599,47.5113387
19.0559587,47.5201077
19.10990314675132,47.5839322
18.9738856,47.5276347
19.0063473,47.5116688
19.07166565125177,47.48332085
19.1453563,47.4391094
19.0029272,47.5294106
19.0154903,47.5494671
19.0645575,47.5109536
19.0721057,47.4837017
19.1092015,47.5245116
19.0374693,47.5145072
19.055036,47.5070988
19.134546700492617,47.543785150000005
19.082587574933502,47.48566475
19.1341174,47.4782294
19.0606205,47.5311402
19.072323399723558,47.503394
19.0172872,47.571237
19.1190271,47.5290829
19.1428728,47.5330433
19.0365911,47.5169141
19.2087593,47.4212258
19.0711367,47.5488091
19.1067988,47.5253565
19.0509748,47.4918357
19.0814965,47.5093002
19.0549676,47.5158429
19.0896767,47.4877981
19.0823139,47.4887879
19.0374693,47.5145072
