lng,lat,price_per_square_meter
19.0759807,47.4757827,1625581.40
19.0759807,47.4757827,1375555.56
19.0330726,47.4750535,866666.67
19.0607643,47.4993694,830701.75
19.0670247,47.4929002,902380.95
19.0356241,47.5512716,1076470.59
19.0759807,47.4757827,1333000.00
19.1461005,47.4620348,1394687.50
19.070285,47.5472695,1011627.91
19.119152884789578,47.4717082,1181388.89
19.1415866,47.4607052,975675.68
19.0434143,47.5563586,646000.00
19.04863404230121,47.45653365,1064225.35
19.0759807,47.4757827,1682978.72
19.1265984,47.5240138,1552307.69
19.1123342,47.4583931,866071.43
19.1230535,47.5230092,1400000.00
19.0846303,47.4947565,700000.00
19.0864329,47.4870236,1065000.00
19.1230535,47.5230092,1646153.85
19.1461005,47.4620348,1372812.50
19.0800099,47.4773245,1602985.07
19.0411082,47.465171,915094.34
19.0282919,47.5300807,1443333.33
19.063681,47.6000924,824561.40
19.1307039,47.5225854,1409090.91
19.0415114,47.4843727,1568571.43
19.0735438,47.4934911,748026.32
19.0697888,47.5322347,1184285.71
19.0660088,47.5479832,2069642.86
19.1265984,47.5240138,1489830.51
19.0669176,47.4811174,846153.85
19.092478,47.4878172,625301.20
19.041771958887054,47.4655322,1451351.35
19.0466814,47.4520191,1566219.51
,,1243283.58
19.053125,47.4929225,1845238.10
19.0509748,47.4918357,1523728.81
19.1230535,47.5230092,1453333.33
19.0883086,47.5611034,1153846.15
19.082082,47.5383689,978431.37
19.0886953,47.504137,930693.07
18.9816041,47.4642214,1594767.44
19.0670247,47.4929002,855714.29
,,1000000.00
19.1399164,47.4804513,703125.00
,,1136136.36
19.0904755,47.548711,1181651.38
19.119152884789578,47.4717082,1079687.50
19.1967024,47.5098467,906976.74
18.9887327,47.4639204,2045871.56
,,1000000.00
,,609756.10
19.0380875,47.5390517,900000.00
19.0405655,47.4506834,1258000.00
19.0626902,47.5085518,964912.28
18.9885881,47.4677382,1640000.00
19.0640336,47.5183902,722413.79
19.1265984,47.5240138,1205128.21
19.01188464823813,47.47022045,1070408.16
19.0495356,47.5154445,619596.54
19.1582328,47.4680814,671428.57
19.0152386,47.5123333,1314035.09
19.0863308,47.5605774,698113.21
19.0964564,47.576809,753061.22
19.0778817,47.5305487,981666.67
19.0303239,47.4962104,1363636.36
19.0663729,47.4959648,1080000.00
19.1408536,47.5063533,712244.90
19.0212705,47.5084579,1406593.41
19.0340864,47.5069191,1201851.85
,,1652066.12
18.9928592,47.5055167,1342465.75
19.1230535,47.5230092,1416438.36
19.0801553,47.4759677,1203448.28
19.1230535,47.5230092,1412162.16
19.0876236,47.4894278,813157.89
19.0421471,47.5441068,901960.78
19.0833532,47.5562195,766071.43
19.0568904,47.5260597,1033333.33
19.0890204,47.5311152,1118367.35
,,1268159.20
19.1261429,47.5081505,998076.92
,,787323.94
19.1403906,47.5144923,758000.00
19.1091304,47.5508449,916666.67
19.1177204,47.5567433,935897.44
19.082082,47.5383689,1039800.00
19.140802,47.4452234,1112156.86
19.0708831,47.5004497,801515.15
19.1379154,47.456133,669622.64
19.1454313,47.5087769,815217.39
19.1457198,47.5377939,700000.00
19.067931,47.4811726,933962.26
19.0467525,47.5941422,858000.00
19.0645468,47.5010036,1311842.11
19.0626902,47.5085518,1058000.00
19.0612885,47.5648844,1303030.30
19.0427345,47.5445859,709615.38
19.0467525,47.5941422,841176.47
19.0274835,47.5747322,1298969.07
19.1230535,47.5230092,1685000.00
19.1230535,47.5230092,1481250.00
19.0703666,47.4835954,690140.85
19.0495928,47.477295,1148717.95
19.0213825,47.4942963,1153750.00
19.0782721,47.4764697,793877.55
19.0421471,47.5441068,636231.88
19.0434143,47.5563586,900000.00
19.0567607,47.5121879,1005882.35
,,1589285.71
,,1090163.93
19.0409759,47.5327038,1466533.33
19.0421999,47.4623759,892156.86
19.02633680548874,47.46200855,1697674.42
19.0711239,47.5194372,1331372.55
19.0634406,47.40799,628260.87
19.060357,47.4104608,578000.00
19.1230535,47.5230092,1492727.27
19.0814974,47.4220399,631886.79
19.0687579,47.5085358,1027941.18
19.097577,47.4806738,748750.00
19.140802,47.4452234,642372.88
19.0381546,47.5070693,1216666.67
19.0876236,47.4894278,567627.12
19.0839521,47.4262492,620754.72
19.0427144,47.5865231,1503225.81
19.082082,47.5383689,748333.33
19.0608909,47.4102304,718000.00
19.1182343,47.5210162,1416268.66
19.0411082,47.465171,827692.31
19.1457302,47.5112757,823913.04
19.1182343,47.5210162,1376885.25
19.1225752,47.4753369,997142.86
19.103224,47.5212053,918421.05
19.1265984,47.5240138,1188372.09
19.1114757,47.5215568,1038000.00
19.1230535,47.5230092,1478571.43
19.06274,47.6026308,814561.40
19.03863,47.4520722,1727333.33
19.0064431,47.4760764,1020454.55
19.138964,47.5088554,832352.94
19.0746953,47.4147901,592592.59
19.0499869,47.5661651,959615.38
19.1092015,47.5245116,924390.24
,,956250.00
19.0351518,47.4534343,894029.85
19.0421999,47.4623759,959615.38
19.03863,47.4520722,795081.97
19.0817532,47.56308,727027.03
19.0823695,47.4790659,1080810.81
19.0756452,47.5271453,1198181.82
19.0990115,47.5837258,735087.72
19.0616885,47.438126,900000.00
19.0000548,47.4898134,1609259.26
19.07546392929593,47.473533849999995,1570151.52
19.0154929,47.5239802,1446052.63
19.0543194,47.5180411,942714.27
19.0743221,47.4693649,1490909.09
19.0919837,47.5050388,762820.51
19.0316305,47.4788315,726363.64
19.0523451,47.4783999,902409.64
19.119152884789578,47.4717082,1406818.18
19.0411082,47.465171,1361538.46
,,894871.79
19.1601732,47.5318742,896382.98
19.135165092135313,47.4869774,738888.89
19.1383172,47.4469587,715094.34
19.082082,47.5383689,1096341.46
19.089351,47.5042097,978431.37
19.1394576,47.5462826,718000.00
19.082082,47.5383689,894827.59
19.0345173,47.5071427,1537179.49
19.0451407,47.5413944,818095.24
19.116014,47.5225846,1023076.92
19.082082,47.5383689,737288.14
19.0398914,47.5524747,809433.96
19.119656,47.5146915,1018032.79
18.9548082,47.526675,1073584.91
,,1369047.62
19.0726599,47.5002443,900000.00
19.1461005,47.4620348,1027179.49
19.0997228,47.5186841,1111538.46
19.02536555,47.46651985,1482500.00
19.075016,47.5087552,922222.22
19.1122949,47.5861836,830555.56
19.084006,47.4885636,985714.29
19.0480974,47.4680046,1708547.01
19.033687,47.4636056,885714.29
19.1300619,47.493646,660000.00
19.0964801,47.5075499,1090625.00
19.0684509,47.5024449,1020833.33
19.1392403,47.4855009,731481.48
19.03863,47.4520722,821428.57
19.041771958887054,47.4655322,1516304.35
19.0806051,47.4768721,1222448.98
19.0920736,47.5764156,1124074.07
19.1996878,47.5082593,847826.09
19.0201081,47.4915962,2109174.31
19.0920734,47.5671397,601886.79
19.0564644,47.5102619,960674.16
19.0308256,47.4650342,1018000.00
19.0724789,47.4958531,609090.91
19.1182343,47.5210162,1341627.91
19.08652908179988,47.4887463,873437.50
19.038769,47.4845654,1090697.67
19.0706763,47.5226561,1168571.43
19.0854859,47.53448305,1310294.12
19.0650874,47.4973956,928571.43
,,1107407.41
19.0494463,47.6007221,754901.96
19.0735438,47.4934911,906666.67
19.1402518,47.5478862,1142571.43
19.0506162,47.5025472,1229230.77
18.9816041,47.4642214,1681111.11
18.9704947,47.4844976,1290291.26
19.0838578,47.5238822,1119402.99
,,1650000.00
19.0920736,47.5764156,1145849.06
19.152493,47.5194144,798181.82
18.9757923,47.5314476,970149.25
19.0420023,47.5463338,810416.67
19.103203,47.4822654,776388.89
18.9736967,47.5231241,1478632.48
19.03274,47.493028,2021428.57
19.0757149,47.4797241,1196000.00
18.9937925,47.5238472,1372916.67
19.0656554,47.5032554,1056857.14
18.9816041,47.4642214,1683555.56
19.0253594,47.4667918,1416296.30
19.0736837,47.4058309,855102.04
19.1457198,47.5377939,618867.91
19.032491,47.5079913,1165000.00
19.097893,47.5238094,770454.55
19.067768162080053,47.5082687,949367.09
19.0030829,47.5220975,1609523.81
19.0253594,47.4667918,1343818.18
19.0578445,47.4873178,1184931.51
19.1266683,47.5367192,792307.69
,,688679.25
19.1065499,47.4353111,1122500.00
19.0646196,47.5234293,1347619.05
19.0410176,47.5402932,1000000.00
19.0564277,47.509374,974025.97
19.0724789,47.4958531,836764.71
19.0282878,47.5173286,1428571.43
19.0178434,47.4895251,2109174.31
19.0473387,47.5117475,1157317.07
19.1457198,47.5377939,742553.19
19.0702552,47.4862353,960975.61
19.0823245,47.4867816,1063333.33
19.0411082,47.465171,1102040.82
19.03863,47.4520722,1041304.35
19.0704816,47.4875212,732812.50
19.0373629,47.5008785,1987951.81
19.1182343,47.5210162,1563484.85
19.0461894,47.4728064,1295227.27
19.0757898,47.497638,925454.55
19.063790949630857,47.499661700000004,1050000.00
19.0135746,47.4717687,871428.57
19.0593316,47.4906568,1184210.53
19.0988071,47.5076296,929310.34
19.0677381,47.5201797,1414925.37
19.0589805,47.5256696,924074.07
19.0647053,47.5107737,1426785.71
19.0964801,47.5075499,1024324.32
19.0770243,47.4325568,650000.00
19.1265984,47.5240138,1758928.57
19.0289516,47.4686033,855714.29
18.9973722,47.5202876,1326666.67
19.0744534,47.4941133,635353.54
19.126160713782703,47.504523000000006,918421.05
,,676271.19
19.0719714,47.4343003,794117.65
19.0701933,47.5059052,1236956.52
19.0781143,47.501276,640476.19
19.0657645,47.535442,1000000.00
19.1297792,47.5331172,660294.12
19.1015771,47.5575435,658490.57
19.1061575,47.5051206,1023076.92
19.1230535,47.5230092,1542857.14
19.1363359,47.4895131,633783.78
19.0717193,47.4100442,654545.45
